title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
COASTmed: software architectures for delivering customizable  policy-based differential web services;A Baquero - Companion Proceedings of the 36th International …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2591083;No PDF available;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
The pudding of trust [intelligent systems];B Bhargava, L Lilien, A Rosenthal… - IEEE Intelligent …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1347072/;https://ieeexplore.ieee.org/iel5/5254/29660/01347072.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;;;;;;;;
Context-aware Trust Evaluation Functions for Dynamic Reconfigurable Systems.;S Toivonen, G Lenzini, I Uusitalo - MTW, 2006 - pdfs.semanticscholar.org;2006;https://pdfs.semanticscholar.org/3578/694186cfc740d8c84fd5cc5fb6caa14607c0.pdf#page=61;https://pdfs.semanticscholar.org/3578/694186cfc740d8c84fd5cc5fb6caa14607c0.pdf#page=61;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;54;No DOI available;;;;;;;;
A privacy service for context-aware mobile computing;V Sacramento, M Endler… - … Conference on Security …, 2005 - 200.137.197.6;2005;http://200.137.197.6/~vagner/publications/2005/COPS-Final-Version-SecureComm2005-New.pdf;http://200.137.197.6/~vagner/publications/2005/COPS-Final-Version-SecureComm2005-New.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;51;No DOI available;;;;;;;;
An optimized parallel computing paradigm for mobile grids based on DSPOM;A Rajagopal, MAM Mohamed - Journal of Emerging …, 2014 - pdfs.semanticscholar.org;2014;https://pdfs.semanticscholar.org/20f5/b73ead4f6673a9c663ac0a529b8984b79985.pdf;https://pdfs.semanticscholar.org/20f5/b73ead4f6673a9c663ac0a529b8984b79985.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
A survey of software engineering best practices for the development of smart applications in Ambient Intelligence;D Preuveneers, P Novais - Journal of Ambient Intelligence …, 2012 - content.iospress.com;2012;https://content.iospress.com/articles/journal-of-ambient-intelligence-and-smart-environments/ais150;No PDF available;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;48;No DOI available;;;;;;;;
An entity-centric approach for privacy and identity management in cloud computing;P Angin, B Bhargava, R Ranchal… - 2010 29th IEEE …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5623390/;https://ieeexplore.ieee.org/iel5/5623378/5623379/05623390.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;140;No DOI available;;;;;;;;
Are people responsive to a more sustainable  decentralized  and user-driven management of urban metabolism?;L Chelleri, H Kua, J Rodríguez Sánchez… - Sustainability, 2016 - mdpi.com;2016;https://www.mdpi.com/2071-1050/8/3/275;https://www.mdpi.com/2071-1050/8/3/275/pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Core Structure Elements Architectures to Facilitate Construction and Secure Interconnection of Mobile Services Frameworks and Advanced IAM Systems;A Karantjias, N Polemi - International Conference on e-Democracy, 2009 - Springer;2009;https://link.springer.com/chapter/10.1007/978-3-642-11631-5_13;https://pdfs.semanticscholar.org/462f/3c101ba4a940b53994cb2f79f84927b7cc11.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Challenges for Access Control in Knowledge Federations.;S Evdokimov, B Fabian, S Kunz - KMIS, 2009 - researchgate.net;2009;https://www.researchgate.net/profile/Benjamin_Fabian/publication/220802198_Challenges_for_Access_Control_in_Knowledge_Federations/links/00b7d53807234259a1000000/Challenges-for-Access-Control-in-Knowledge-Federations.pdf;https://www.researchgate.net/profile/Benjamin_Fabian/publication/220802198_Challenges_for_Access_Control_in_Knowledge_Federations/links/00b7d53807234259a1000000/Challenges-for-Access-Control-in-Knowledge-Federations.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
A context authentication service for role based access control in distributed systems-CARDS;R Holbein, S Teufel - Information Security—the Next Decade, 1995 - Springer;1995;https://link.springer.com/chapter/10.1007/978-0-387-34873-5_21;https://link.springer.com/content/pdf/10.1007/978-0-387-34873-5_21.pdf;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
Trust-Based Service Management for Service-Oriented Mobile Ad Hoc Networks and Its Application to Service Composition and Task Assignment with Multi-Objective …;Y Wang - 2016 - vtechworks.lib.vt.edu;2016;https://vtechworks.lib.vt.edu/handle/10919/70965;https://vtechworks.lib.vt.edu/bitstream/handle/10919/70965/Wang_Y_D_2016.pdf?sequence=1&isAllowed=y;context-dependent+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Four-level tied-structure for efficient representation of acoustic modeling;S Takahashi, S Sagayama - 1995 International Conference on …, 1995 - ieeexplore.ieee.org;1995;https://ieeexplore.ieee.org/abstract/document/479643/;https://ieeexplore.ieee.org/iel2/3469/10215/00479643.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;66;No DOI available;;;;;;;;
Authoring context-dependent cross-device user interfaces based on trigger/action rules;G Ghiani, M Manca, F Paternò - … of the 14th International Conference on …, 2015 - dl.acm.org;2015;https://dl.acm.org/citation.cfm?id=2836073;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.723.9086&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
Predictable component architectures using dependent finite state machines;HW Schmidt, BJ Krämer, I Poernomo… - … Workshop on Radical …, 2002 - Springer;2002;https://link.springer.com/chapter/10.1007/978-3-540-24626-8_22;http://www.academia.edu/download/39964865/Predictable_Component_Architectures_Usin20151113-1152-l0veie.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
KL-divergence regularized deep neural network adaptation for improved large vocabulary speech recognition;D Yu, K Yao, H Su, G Li, F Seide - 2013 IEEE International …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6639201/;https://ieeexplore.ieee.org/iel7/6619549/6637585/06639201.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;299;No DOI available;;;;;;;;
The context aware workflow execution framework;L Ardissono, R Furnari, A Goy, G Petrone… - International Journal of …, 2012 - Citeseer;2012;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.440.6514&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.440.6514&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Speaker adaptation of neural network acoustic models using i-vectors;G Saon, H Soltau, D Nahamoo… - 2013 IEEE Workshop on …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6707705/;https://ieeexplore.ieee.org/iel7/6695806/6707689/06707705.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;433;No DOI available;;;;;;;;
Maximum a posteriori linear regression for hidden Markov model adaptation;C Chesta, O Siohan, CH Lee - Sixth European Conference on …, 1999 - isca-speech.org;1999;https://www.isca-speech.org/archive/eurospeech_1999/e99_0211.html;https://www.researchgate.net/profile/Chin-Hui_Lee/publication/2362798_Maximum_A_Posteriori_Linear_Regression_For_Hidden_Markov_Model_Adaptation/links/5494051b0cf26689044ff8c0/Maximum-A-Posteriori-Linear-Regression-For-Hidden-Markov-Model-Adaptation.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;178;No DOI available;;;;;;;;
Efficiency and ambiguity in an adaptive neural code;AL Fairhall, GD Lewen, W Bialek, RRR van Steveninck - Nature, 2001 - nature.com;2001;https://www.nature.com/articles/35090500;https://nemenmanlab.org/~ilya/images/e/e3/Fairhall-etal-00.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;694;No DOI available;;;;;;;;
Towards composable distributed real-time and embedded software;K Balasubramanian, N Wang, C Gill… - Proceedings of the …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1218087/;https://ieeexplore.ieee.org/iel5/8640/27379/01218087.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
Cell type‐specific nuclear pores: a case in point for context‐dependent stoichiometry of molecular machines;A Ori, N Banterle, M Iskar… - Molecular systems …, 2013 - msb.embopress.org;2013;http://msb.embopress.org/content/9/1/648.short;http://msb.embopress.org/content/9/1/648.short;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;159;No DOI available;;;;;;;;
Top‐down determinants of niche structure and adaptation among African Acacias;AC Staver, WJ Bond, MD Cramer… - Ecology Letters, 2012 - Wiley Online Library;2012;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1461-0248.2012.01784.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2012.01784.x;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;48;No DOI available;;;;;;;;
Running to stand still: adaptation and the response of plants to rapid climate change;AS Jump, J Penuelas - Ecology letters, 2005 - Wiley Online Library;2005;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1461-0248.2005.00796.x;https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2005.00796.x;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1013;No DOI available;;;;;;;;
A web services framework for distributed model management;T Madhusudan - Information Systems Frontiers, 2007 - Springer;2007;https://link.springer.com/article/10.1007/s10796-006-9015-2;https://link.springer.com/content/pdf/10.1007/s10796-006-9015-2.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;;
Understanding adaptation: what can social capital offer assessments of adaptive capacity?;M Pelling, C High - Global environmental change, 2005 - Elsevier;2005;https://www.sciencedirect.com/science/article/pii/S0959378005000154;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.955.7562&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;761;No DOI available;;;;;;;;
Maximum a posteriori adaptation of network parameters in deep models;Z Huang, SM Siniscalchi, IF Chen, J Wu… - arXiv preprint arXiv …, 2015 - arxiv.org;2015;https://arxiv.org/abs/1503.02108;https://arxiv.org/pdf/1503.02108;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;37;No DOI available;;;;;;;;
Speaker adaptation of context dependent deep neural networks;H Liao - 2013 IEEE International Conference on Acoustics …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6639212/;https://ieeexplore.ieee.org/iel7/6619549/6637585/06639212.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;175;No DOI available;;;;;;;;
Supporting context awareness in smart environments: a scalable approach to information interoperability;A Toninelli, S Pantsar-Syväniemi, P Bellavista… - Proceedings of the …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1657134;No PDF available;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;38;No DOI available;;;;;;;;
Context-dependent pre-trained deep neural networks for large-vocabulary speech recognition;GE Dahl, D Yu, L Deng, A Acero - IEEE Transactions on audio …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/5740583/;https://ieeexplore.ieee.org/iel5/10376/4358086/05740583.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2273;No DOI available;;;;;;;;
Colour model selection and adaptation in dynamic scenes;Y Raja, SJ McKenna, S Gong - European Conference on Computer Vision, 1998 - Springer;1998;https://link.springer.com/chapter/10.1007/BFb0055684;https://pdfs.semanticscholar.org/353a/1a82a157f766e1ccbdbb9b113fd3631aa031.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;166;No DOI available;;;;;;;;
Adaptation of human movement to altered environments;LM Nashner - Trends in neurosciences, 1982 - Elsevier;1982;https://www.sciencedirect.com/science/article/pii/0166223682902041;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:bdfRSKrbp4AJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=9801732166855041818&oi=lle;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;310;No DOI available;;;;;;;;
Structural MAP speaker adaptation using hierarchical priors;K Shinoda, CH Lee - 1997 IEEE Workshop on Automatic …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/659114/;https://ieeexplore.ieee.org/iel4/5256/14244/00659114.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;113;No DOI available;;;;;;;;
Duration-dependent fMRI adaptation and distributed viewer-centered face representation in human visual cortex;F Fang, SO Murray, S He - Cerebral Cortex, 2006 - academic.oup.com;2006;https://academic.oup.com/cercor/article-abstract/17/6/1402/420895;https://academic.oup.com/cercor/article/17/6/1402/420895;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;127;No DOI available;;;;;;;;
A nonlinear unsupervised adaptation technique for speech recognition;S Dharanipragada, M Padmanabhan - … International Conference on …, 2000 - isca-speech.org;2000;https://www.isca-speech.org/archive/icslp_2000/i00_4556.html;https://pdfs.semanticscholar.org/f342/8bfd3ea9c0e06666c38d6378cdabcf7dad22.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;89;No DOI available;;;;;;;;
Rapid adaptation for deep neural networks through multi-task learning;Z Huang, J Li, SM Siniscalchi, IF Chen… - … Annual Conference of …, 2015 - isca-speech.org;2015;https://www.isca-speech.org/archive/interspeech_2015/i15_3625.html;https://pdfs.semanticscholar.org/2618/92e5ca83c797c5099dbe3dbe98724f2fd585.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;54;No DOI available;;;;;;;;
A conceptual framework for adaptation;R Bruni, A Corradini, F Gadducci, AL Lafuente… - … Approaches to Software …, 2012 - Springer;2012;https://link.springer.com/chapter/10.1007/978-3-642-28872-2_17;https://link.springer.com/content/pdf/10.1007/978-3-642-28872-2_17.pdf;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;94;No DOI available;;;;;;;;
Adaptive context oriented component-based application middleware (coca-middleware);B Magableh, S Barrett - International Conference on Ubiquitous …, 2011 - Springer;2011;https://link.springer.com/chapter/10.1007/978-3-642-23641-9_13;https://www.researchgate.net/profile/Hung_Yi_Teng/publication/221601133_A_Context-Aware_Seamless_Handover_Mechanism_for_Mass_Rapid_Transit_System/links/564aa86208ae127ff986b880/A-Context-Aware-Seamless-Handover-Mechanism-for-Mass-Rapid-Transit-System.pdf#page=152;context-dependent+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
